instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_period
5080,2011-08-04,3,0,8,13,0,4,1,1,0.76,0.7121,0.58,0.0,63,142,205,12-17
5081,2011-08-04,3,0,8,14,0,4,1,1,0.8,0.7576,0.55,0.1642,53,114,167,12-17
5082,2011-08-04,3,0,8,15,0,4,1,1,0.8,0.7576,0.55,0.2537,50,115,165,12-17
5083,2011-08-04,3,0,8,16,0,4,1,1,0.76,0.7121,0.62,0.3284,70,220,290,12-17
5084,2011-08-04,3,0,8,17,0,4,1,1,0.76,0.7121,0.62,0.3284,91,464,555,12-17
5085,2011-08-04,3,0,8,18,0,4,1,1,0.7,0.6667,0.74,0.2985,88,435,523,18-23
5086,2011-08-04,3,0,8,19,0,4,1,1,0.7,0.6667,0.74,0.2836,65,301,366,18-23
5087,2011-08-04,3,0,8,20,0,4,1,2,0.7,0.6667,0.74,0.194,41,245,286,18-23
5088,2011-08-04,3,0,8,21,0,4,1,2,0.7,0.6667,0.74,0.194,25,186,211,18-23
5089,2011-08-04,3,0,8,22,0,4,1,1,0.68,0.6364,0.74,0.194,33,141,174,18-23
5090,2011-08-04,3,0,8,23,0,4,1,1,0.66,0.6212,0.74,0.1045,24,108,132,18-23
5091,2011-08-05,3,0,8,0,0,5,1,1,0.66,0.6212,0.74,0.1045,13,41,54,0-5
5092,2011-08-05,3,0,8,1,0,5,1,1,0.64,0.5909,0.78,0.0896,3,16,19,0-5
5093,2011-08-05,3,0,8,2,0,5,1,1,0.66,0.6212,0.69,0.0,5,14,19,0-5
5094,2011-08-05,3,0,8,3,0,5,1,1,0.64,0.5909,0.78,0.0896,0,6,6,0-5
5095,2011-08-05,3,0,8,4,0,5,1,1,0.64,0.5909,0.78,0.1343,1,6,7,0-5
5096,2011-08-05,3,0,8,5,0,5,1,1,0.64,0.5909,0.78,0.0896,0,16,16,0-5
5097,2011-08-05,3,0,8,6,0,5,1,1,0.64,0.5909,0.78,0.1343,7,94,101,6-11
5098,2011-08-05,3,0,8,7,0,5,1,1,0.66,0.6061,0.78,0.1343,23,247,270,6-11
5099,2011-08-05,3,0,8,8,0,5,1,1,0.7,0.6515,0.65,0.2239,39,415,454,6-11
5100,2011-08-05,3,0,8,9,0,5,1,1,0.72,0.6667,0.58,0.1045,43,183,226,6-11
5101,2011-08-05,3,0,8,10,0,5,1,1,0.74,0.6818,0.55,0.1343,50,113,163,6-11
5102,2011-08-05,3,0,8,11,0,5,1,2,0.76,0.697,0.52,0.2537,44,103,147,6-11
5103,2011-08-05,3,0,8,12,0,5,1,1,0.76,0.697,0.52,0.2537,57,159,216,12-17
5104,2011-08-05,3,0,8,13,0,5,1,1,0.78,0.7121,0.52,0.2537,40,164,204,12-17
5105,2011-08-05,3,0,8,14,0,5,1,2,0.78,0.7121,0.52,0.2537,81,164,245,12-17
5106,2011-08-05,3,0,8,15,0,5,1,1,0.76,0.697,0.55,0.2537,50,160,210,12-17
5107,2011-08-05,3,0,8,16,0,5,1,1,0.8,0.7424,0.49,0.2537,76,254,330,12-17
5108,2011-08-05,3,0,8,17,0,5,1,1,0.78,0.7121,0.49,0.2985,84,466,550,12-17
5109,2011-08-05,3,0,8,18,0,5,1,1,0.76,0.697,0.52,0.2537,105,361,466,18-23
5110,2011-08-05,3,0,8,19,0,5,1,1,0.74,0.6818,0.55,0.2537,90,282,372,18-23
5111,2011-08-05,3,0,8,20,0,5,1,1,0.72,0.6667,0.58,0.2239,70,221,291,18-23
5112,2011-08-05,3,0,8,21,0,5,1,1,0.7,0.6515,0.65,0.194,54,119,173,18-23
5113,2011-08-05,3,0,8,22,0,5,1,1,0.7,0.6515,0.65,0.2239,51,137,188,18-23
5114,2011-08-05,3,0,8,23,0,5,1,1,0.68,0.6364,0.69,0.2239,37,102,139,18-23
5115,2011-08-06,3,0,8,0,0,6,0,1,0.66,0.6061,0.78,0.194,29,104,133,0-5
5116,2011-08-06,3,0,8,1,0,6,0,1,0.66,0.6061,0.78,0.1642,17,50,67,0-5
5117,2011-08-06,3,0,8,2,0,6,0,1,0.66,0.6061,0.78,0.2239,14,39,53,0-5
5118,2011-08-06,3,0,8,3,0,6,0,2,0.66,0.6061,0.78,0.1642,14,28,42,0-5
5119,2011-08-06,3,0,8,4,0,6,0,2,0.66,0.6061,0.83,0.1642,5,5,10,0-5
5120,2011-08-06,3,0,8,5,0,6,0,1,0.64,0.5758,0.89,0.0896,2,4,6,0-5
5121,2011-08-06,3,0,8,6,0,6,0,1,0.64,0.5758,0.89,0.1045,5,22,27,6-11
5122,2011-08-06,3,0,8,7,0,6,0,1,0.68,0.6364,0.83,0.1642,14,49,63,6-11
5123,2011-08-06,3,0,8,8,0,6,0,1,0.68,0.6364,0.83,0.1642,27,94,121,6-11
5124,2011-08-06,3,0,8,9,0,6,0,1,0.74,0.697,0.7,0.2239,60,155,215,6-11
5125,2011-08-06,3,0,8,10,0,6,0,2,0.74,0.697,0.7,0.2836,91,199,290,6-11
5126,2011-08-06,3,0,8,11,0,6,0,1,0.78,0.7424,0.62,0.2239,138,211,349,6-11
5127,2011-08-06,3,0,8,12,0,6,0,1,0.8,0.7576,0.55,0.2239,130,252,382,12-17
5128,2011-08-06,3,0,8,13,0,6,0,2,0.8,0.7727,0.59,0.3284,176,265,441,12-17
5129,2011-08-06,3,0,8,14,0,6,0,1,0.82,0.7727,0.52,0.2537,176,204,380,12-17
5130,2011-08-06,3,0,8,15,0,6,0,2,0.84,0.803,0.53,0.2537,130,232,362,12-17
5131,2011-08-06,3,0,8,16,0,6,0,3,0.74,0.7121,0.79,0.1642,155,188,343,12-17
5132,2011-08-06,3,0,8,17,0,6,0,3,0.74,0.7121,0.79,0.1642,61,88,149,12-17
5133,2011-08-06,3,0,8,18,0,6,0,2,0.72,0.697,0.79,0.4478,81,130,211,18-23
5134,2011-08-06,3,0,8,19,0,6,0,3,0.72,0.7121,0.84,0.2537,57,114,171,18-23
5135,2011-08-06,3,0,8,20,0,6,0,3,0.72,0.697,0.79,0.2836,58,79,137,18-23
5136,2011-08-06,3,0,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284,28,86,114,18-23
5137,2011-08-06,3,0,8,22,0,6,0,2,0.7,0.6667,0.84,0.3284,24,96,120,18-23
5138,2011-08-06,3,0,8,23,0,6,0,3,0.7,0.6667,0.84,0.2836,29,79,108,18-23
5139,2011-08-07,3,0,8,0,0,0,0,2,0.7,0.6667,0.84,0.2836,14,66,80,0-5
5140,2011-08-07,3,0,8,1,0,0,0,2,0.7,0.6667,0.84,0.2537,10,63,73,0-5
5141,2011-08-07,3,0,8,2,0,0,0,2,0.7,0.6667,0.84,0.2239,18,48,66,0-5
5142,2011-08-07,3,0,8,3,0,0,0,2,0.7,0.6667,0.84,0.1343,9,23,32,0-5
5143,2011-08-07,3,0,8,4,0,0,0,1,0.7,0.6667,0.84,0.1343,1,5,6,0-5
5144,2011-08-07,3,0,8,5,0,0,0,1,0.7,0.6667,0.89,0.194,1,4,5,0-5
5145,2011-08-07,3,0,8,6,0,0,0,1,0.7,0.6667,0.89,0.1642,3,10,13,6-11
5146,2011-08-07,3,0,8,7,0,0,0,1,0.7,0.6667,0.84,0.194,11,28,39,6-11
5147,2011-08-07,3,0,8,8,0,0,0,1,0.72,0.697,0.79,0.194,23,66,89,6-11
5148,2011-08-07,3,0,8,9,0,0,0,1,0.76,0.7424,0.75,0.1045,82,102,184,6-11
5149,2011-08-07,3,0,8,10,0,0,0,1,0.8,0.803,0.66,0.1343,88,178,266,6-11
5150,2011-08-07,3,0,8,11,0,0,0,1,0.82,0.8333,0.63,0.0,113,156,269,6-11
5151,2011-08-07,3,0,8,12,0,0,0,1,0.9,0.8485,0.42,0.2985,161,209,370,12-17
5152,2011-08-07,3,0,8,13,0,0,0,1,0.9,0.8485,0.42,0.2985,118,206,324,12-17
5153,2011-08-07,3,0,8,14,0,0,0,1,0.86,0.803,0.47,0.194,130,192,322,12-17
5154,2011-08-07,3,0,8,15,0,0,0,3,0.72,0.697,0.74,0.2985,118,208,326,12-17
5155,2011-08-07,3,0,8,16,0,0,0,3,0.72,0.697,0.74,0.2985,74,119,193,12-17
5156,2011-08-07,3,0,8,17,0,0,0,3,0.74,0.7121,0.74,0.6418,63,131,194,12-17
5157,2011-08-07,3,0,8,18,0,0,0,1,0.72,0.697,0.74,0.0896,74,155,229,18-23
5158,2011-08-07,3,0,8,19,0,0,0,1,0.72,0.697,0.79,0.1642,68,160,228,18-23
5159,2011-08-07,3,0,8,20,0,0,0,1,0.72,0.7121,0.84,0.1343,50,133,183,18-23
5160,2011-08-07,3,0,8,21,0,0,0,1,0.72,0.7121,0.84,0.1045,36,100,136,18-23
5161,2011-08-07,3,0,8,22,0,0,0,1,0.7,0.6667,0.89,0.194,21,82,103,18-23
5162,2011-08-07,3,0,8,23,0,0,0,1,0.7,0.6667,0.79,0.1045,12,43,55,18-23
5163,2011-08-08,3,0,8,0,0,1,1,1,0.7,0.6667,0.79,0.1045,13,17,30,0-5
5164,2011-08-08,3,0,8,1,0,1,1,1,0.68,0.6364,0.83,0.1343,4,8,12,0-5
5165,2011-08-08,3,0,8,2,0,1,1,1,0.66,0.5909,0.89,0.0,4,3,7,0-5
5166,2011-08-08,3,0,8,3,0,1,1,1,0.66,0.5909,0.89,0.0,1,0,1,0-5
5167,2011-08-08,3,0,8,4,0,1,1,1,0.66,0.5909,0.89,0.1045,2,8,10,0-5
5168,2011-08-08,3,0,8,5,0,1,1,1,0.7,0.6667,0.79,0.0896,1,14,15,0-5
5169,2011-08-08,3,0,8,6,0,1,1,1,0.7,0.6515,0.65,0.2836,8,87,95,6-11
5170,2011-08-08,3,0,8,7,0,1,1,1,0.72,0.6818,0.62,0.2985,18,249,267,6-11
5171,2011-08-08,3,0,8,8,0,1,1,1,0.74,0.6818,0.58,0.3284,29,320,349,6-11
5172,2011-08-08,3,0,8,9,0,1,1,1,0.76,0.697,0.55,0.3881,37,146,183,6-11
5173,2011-08-08,3,0,8,10,0,1,1,1,0.8,0.7424,0.52,0.3881,62,62,124,6-11
5174,2011-08-08,3,0,8,11,0,1,1,1,0.82,0.7424,0.48,0.3582,90,89,179,6-11
5175,2011-08-08,3,0,8,12,0,1,1,1,0.82,0.7576,0.46,0.2537,48,134,182,12-17
5176,2011-08-08,3,0,8,13,0,1,1,1,0.84,0.7576,0.44,0.2985,43,108,151,12-17
5177,2011-08-08,3,0,8,14,0,1,1,1,0.82,0.7424,0.43,0.2985,41,109,150,12-17
5178,2011-08-08,3,0,8,15,0,1,1,1,0.84,0.7576,0.41,0.2985,40,86,126,12-17
5179,2011-08-08,3,0,8,16,0,1,1,1,0.86,0.7727,0.39,0.2836,64,218,282,12-17
5180,2011-08-08,3,0,8,17,0,1,1,1,0.86,0.7727,0.39,0.1642,67,460,527,12-17
5181,2011-08-08,3,0,8,18,0,1,1,1,0.84,0.7576,0.41,0.1343,64,465,529,18-23
5182,2011-08-08,3,0,8,19,0,1,1,1,0.82,0.7424,0.43,0.1045,64,352,416,18-23
5183,2011-08-08,3,0,8,20,0,1,1,1,0.8,0.7576,0.55,0.0,71,215,286,18-23
5184,2011-08-08,3,0,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896,30,156,186,18-23
5185,2011-08-08,3,0,8,22,0,1,1,1,0.76,0.7121,0.58,0.1045,26,121,147,18-23
5186,2011-08-08,3,0,8,23,0,1,1,1,0.74,0.697,0.66,0.1045,19,53,72,18-23
5187,2011-08-09,3,0,8,0,0,2,1,1,0.72,0.697,0.79,0.1343,10,25,35,0-5
5188,2011-08-09,3,0,8,1,0,2,1,1,0.72,0.6818,0.66,0.0,5,9,14,0-5
5189,2011-08-09,3,0,8,2,0,2,1,1,0.72,0.6818,0.7,0.0,9,3,12,0-5
5190,2011-08-09,3,0,8,3,0,2,1,1,0.72,0.6818,0.62,0.0,0,3,3,0-5
5191,2011-08-09,3,0,8,4,0,2,1,1,0.7,0.6667,0.74,0.0,1,6,7,0-5
5192,2011-08-09,3,0,8,5,0,2,1,1,0.7,0.6515,0.65,0.0896,5,25,30,0-5
5193,2011-08-09,3,0,8,6,0,2,1,1,0.72,0.6667,0.64,0.0,6,95,101,6-11
5194,2011-08-09,3,0,8,7,0,2,1,1,0.72,0.697,0.74,0.1045,30,313,343,6-11
5195,2011-08-09,3,0,8,8,0,2,1,1,0.74,0.697,0.66,0.0,40,352,392,6-11
5196,2011-08-09,3,0,8,9,0,2,1,2,0.78,0.7424,0.62,0.1343,34,141,175,6-11
5197,2011-08-09,3,0,8,10,0,2,1,2,0.8,0.7727,0.59,0.2239,55,89,144,6-11
5198,2011-08-09,3,0,8,11,0,2,1,1,0.8,0.7727,0.59,0.2239,61,88,149,6-11
5199,2011-08-09,3,0,8,12,0,2,1,1,0.82,0.7879,0.56,0.194,60,125,185,12-17
5200,2011-08-09,3,0,8,13,0,2,1,1,0.84,0.7879,0.49,0.1642,48,127,175,12-17
5201,2011-08-09,3,0,8,14,0,2,1,1,0.86,0.7879,0.44,0.2836,53,95,148,12-17
5202,2011-08-09,3,0,8,15,0,2,1,1,0.86,0.7727,0.39,0.2836,58,106,164,12-17
5203,2011-08-09,3,0,8,16,0,2,1,1,0.86,0.7727,0.39,0.2985,57,228,285,12-17
5204,2011-08-09,3,0,8,17,0,2,1,1,0.8,0.7576,0.55,0.1642,79,453,532,12-17
5205,2011-08-09,3,0,8,18,0,2,1,1,0.8,0.7576,0.55,0.194,97,488,585,18-23
5206,2011-08-09,3,0,8,19,0,2,1,1,0.8,0.7424,0.49,0.1045,69,302,371,18-23
5207,2011-08-09,3,0,8,20,0,2,1,1,0.8,0.7273,0.43,0.194,34,258,292,18-23
5208,2011-08-09,3,0,8,21,0,2,1,1,0.78,0.697,0.46,0.2537,46,184,230,18-23
5209,2011-08-09,3,0,8,22,0,2,1,1,0.78,0.697,0.46,0.2985,28,127,155,18-23
5210,2011-08-09,3,0,8,23,0,2,1,1,0.76,0.6818,0.48,0.2836,22,53,75,18-23
5211,2011-08-10,3,0,8,0,0,3,1,1,0.74,0.6667,0.51,0.2239,19,18,37,0-5
5212,2011-08-10,3,0,8,1,0,3,1,1,0.72,0.6667,0.54,0.194,7,10,17,0-5
5213,2011-08-10,3,0,8,2,0,3,1,1,0.72,0.6667,0.54,0.1642,1,10,11,0-5
5214,2011-08-10,3,0,8,3,0,3,1,1,0.7,0.6515,0.58,0.1642,1,3,4,0-5
5215,2011-08-10,3,0,8,4,0,3,1,1,0.7,0.6515,0.54,0.1343,1,4,5,0-5
5216,2011-08-10,3,0,8,5,0,3,1,1,0.68,0.6364,0.61,0.0896,2,30,32,0-5
5217,2011-08-10,3,0,8,6,0,3,1,1,0.68,0.6364,0.61,0.0,9,110,119,6-11
5218,2011-08-10,3,0,8,7,0,3,1,1,0.7,0.6515,0.58,0.0896,16,289,305,6-11
5219,2011-08-10,3,0,8,8,0,3,1,1,0.74,0.6667,0.51,0.194,38,361,399,6-11
5220,2011-08-10,3,0,8,9,0,3,1,1,0.76,0.6818,0.48,0.2239,32,148,180,6-11
5221,2011-08-10,3,0,8,10,0,3,1,1,0.8,0.7273,0.43,0.2239,41,72,113,6-11
5222,2011-08-10,3,0,8,11,0,3,1,1,0.8,0.7121,0.41,0.3881,54,95,149,6-11
5223,2011-08-10,3,0,8,12,0,3,1,1,0.82,0.7273,0.38,0.2985,74,166,240,12-17
5224,2011-08-10,3,0,8,13,0,3,1,1,0.82,0.7273,0.38,0.2836,41,150,191,12-17
5225,2011-08-10,3,0,8,14,0,3,1,1,0.84,0.7273,0.34,0.3284,62,116,178,12-17
5226,2011-08-10,3,0,8,15,0,3,1,1,0.86,0.7424,0.3,0.3284,53,141,194,12-17
5227,2011-08-10,3,0,8,16,0,3,1,1,0.86,0.7424,0.26,0.2985,76,206,282,12-17
5228,2011-08-10,3,0,8,17,0,3,1,1,0.84,0.7121,0.26,0.2985,71,513,584,12-17
5229,2011-08-10,3,0,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985,70,489,559,18-23
5230,2011-08-10,3,0,8,19,0,3,1,1,0.8,0.697,0.26,0.2537,79,334,413,18-23
5231,2011-08-10,3,0,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,59,253,312,18-23
5232,2011-08-10,3,0,8,21,0,3,1,1,0.76,0.6667,0.33,0.1045,47,162,209,18-23
5233,2011-08-10,3,0,8,22,0,3,1,1,0.74,0.6515,0.37,0.0,17,122,139,18-23
5234,2011-08-10,3,0,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896,14,94,108,18-23
5235,2011-08-11,3,0,8,0,0,4,1,1,0.7,0.6364,0.45,0.1045,6,40,46,0-5
5236,2011-08-11,3,0,8,1,0,4,1,1,0.7,0.6364,0.45,0.1343,9,17,26,0-5
5237,2011-08-11,3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,8,11,0-5
5238,2011-08-11,3,0,8,3,0,4,1,1,0.64,0.6212,0.57,0.1343,2,7,9,0-5
5239,2011-08-11,3,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,1,4,5,0-5
5240,2011-08-11,3,0,8,5,0,4,1,1,0.64,0.6212,0.61,0.194,2,23,25,0-5
5241,2011-08-11,3,0,8,6,0,4,1,1,0.62,0.6061,0.65,0.1642,5,101,106,6-11
5242,2011-08-11,3,0,8,7,0,4,1,1,0.66,0.6212,0.54,0.1343,15,292,307,6-11
5243,2011-08-11,3,0,8,8,0,4,1,1,0.7,0.6364,0.45,0.1642,29,361,390,6-11
5244,2011-08-11,3,0,8,9,0,4,1,1,0.72,0.6515,0.39,0.2239,31,166,197,6-11
5245,2011-08-11,3,0,8,10,0,4,1,1,0.74,0.6515,0.37,0.2537,36,96,132,6-11
5246,2011-08-11,3,0,8,11,0,4,1,1,0.76,0.6667,0.35,0.2537,59,128,187,6-11
5247,2011-08-11,3,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,164,214,12-17
5248,2011-08-11,3,0,8,13,0,4,1,1,0.76,0.6667,0.31,0.2239,51,166,217,12-17
5249,2011-08-11,3,0,8,14,0,4,1,1,0.8,0.697,0.29,0.0,39,103,142,12-17
5250,2011-08-11,3,0,8,15,0,4,1,1,0.8,0.697,0.29,0.2985,52,126,178,12-17
5251,2011-08-11,3,0,8,16,0,4,1,1,0.8,0.697,0.27,0.194,57,241,298,12-17
5252,2011-08-11,3,0,8,17,0,4,1,1,0.8,0.697,0.29,0.2537,96,486,582,12-17
5253,2011-08-11,3,0,8,18,0,4,1,1,0.78,0.6818,0.29,0.0896,74,497,571,18-23
5254,2011-08-11,3,0,8,19,0,4,1,1,0.74,0.6515,0.35,0.194,48,323,371,18-23
5255,2011-08-11,3,0,8,20,0,4,1,1,0.72,0.6515,0.37,0.1343,56,232,288,18-23
5256,2011-08-11,3,0,8,21,0,4,1,1,0.7,0.6515,0.48,0.0896,35,171,206,18-23
5257,2011-08-11,3,0,8,22,0,4,1,1,0.7,0.6515,0.48,0.0,34,123,157,18-23
5258,2011-08-11,3,0,8,23,0,4,1,1,0.66,0.6212,0.5,0.1642,22,105,127,18-23
5259,2011-08-12,3,0,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642,12,53,65,0-5
5260,2011-08-12,3,0,8,1,0,5,1,1,0.64,0.6212,0.53,0.1343,4,19,23,0-5
5261,2011-08-12,3,0,8,2,0,5,1,1,0.62,0.6212,0.57,0.194,0,15,15,0-5
5262,2011-08-12,3,0,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9,9,0-5
5263,2011-08-12,3,0,8,4,0,5,1,1,0.62,0.6212,0.53,0.1343,0,5,5,0-5
5264,2011-08-12,3,0,8,5,0,5,1,1,0.6,0.6212,0.56,0.1343,2,24,26,0-5
5265,2011-08-12,3,0,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,3,73,76,6-11
5266,2011-08-12,3,0,8,7,0,5,1,1,0.64,0.6212,0.44,0.1642,17,247,264,6-11
5267,2011-08-12,3,0,8,8,0,5,1,1,0.68,0.6364,0.39,0.2239,29,397,426,6-11
5268,2011-08-12,3,0,8,9,0,5,1,1,0.72,0.6515,0.34,0.1343,27,178,205,6-11
5269,2011-08-12,3,0,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,86,130,6-11
5270,2011-08-12,3,0,8,11,0,5,1,1,0.76,0.6667,0.29,0.0,48,108,156,6-11
5271,2011-08-12,3,0,8,12,0,5,1,1,0.8,0.697,0.27,0.0,55,167,222,12-17
5272,2011-08-12,3,0,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,179,253,12-17
5273,2011-08-12,3,0,8,14,0,5,1,1,0.8,0.697,0.29,0.194,51,135,186,12-17
5274,2011-08-12,3,0,8,15,0,5,1,1,0.8,0.697,0.29,0.1642,59,190,249,12-17
5275,2011-08-12,3,0,8,16,0,5,1,1,0.82,0.7121,0.28,0.0,68,266,334,12-17
5276,2011-08-12,3,0,8,17,0,5,1,1,0.82,0.7121,0.26,0.0,93,423,516,12-17
5277,2011-08-12,3,0,8,18,0,5,1,1,0.76,0.6818,0.4,0.2985,89,376,465,18-23
5278,2011-08-12,3,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,101,284,385,18-23
5279,2011-08-12,3,0,8,20,0,5,1,1,0.72,0.6515,0.42,0.2239,77,210,287,18-23
5280,2011-08-12,3,0,8,21,0,5,1,1,0.7,0.6515,0.48,0.1343,73,153,226,18-23
5281,2011-08-12,3,0,8,22,0,5,1,1,0.68,0.6364,0.51,0.0,74,157,231,18-23
5282,2011-08-12,3,0,8,23,0,5,1,1,0.68,0.6364,0.51,0.0,51,100,151,18-23
5283,2011-08-13,3,0,8,0,0,6,0,1,0.68,0.6364,0.51,0.1045,15,69,84,0-5
5284,2011-08-13,3,0,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77,0-5
5285,2011-08-13,3,0,8,2,0,6,0,1,0.68,0.6364,0.57,0.0,16,58,74,0-5
5286,2011-08-13,3,0,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,18,27,0-5
5287,2011-08-13,3,0,8,4,0,6,0,2,0.64,0.6061,0.73,0.1343,5,5,10,0-5
5288,2011-08-13,3,0,8,5,0,6,0,1,0.64,0.6061,0.73,0.1045,3,15,18,0-5
5289,2011-08-13,3,0,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22,6-11
5290,2011-08-13,3,0,8,7,0,6,0,2,0.66,0.6212,0.74,0.194,10,34,44,6-11
5291,2011-08-13,3,0,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,90,118,6-11
5292,2011-08-13,3,0,8,9,0,6,0,2,0.7,0.6667,0.74,0.1642,70,138,208,6-11
5293,2011-08-13,3,0,8,10,0,6,0,2,0.72,0.697,0.74,0.2239,97,163,260,6-11
5294,2011-08-13,3,0,8,11,0,6,0,2,0.74,0.697,0.7,0.194,122,192,314,6-11
5295,2011-08-13,3,0,8,12,0,6,0,2,0.66,0.5909,0.89,0.1642,175,246,421,12-17
5296,2011-08-13,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,153,12-17
5297,2011-08-13,3,0,8,14,0,6,0,1,0.74,0.697,0.7,0.2537,113,146,259,12-17
5298,2011-08-13,3,0,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,208,358,12-17
5299,2011-08-13,3,0,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836,148,133,281,12-17
5300,2011-08-13,3,0,8,17,0,6,0,2,0.72,0.697,0.74,0.2537,97,172,269,12-17
5301,2011-08-13,3,0,8,18,0,6,0,1,0.7,0.6667,0.74,0.2239,123,169,292,18-23
5302,2011-08-13,3,0,8,19,0,6,0,2,0.68,0.6364,0.79,0.2836,67,170,237,18-23
5303,2011-08-13,3,0,8,20,0,6,0,2,0.68,0.6364,0.83,0.2239,78,105,183,18-23
5304,2011-08-13,3,0,8,21,0,6,0,2,0.68,0.6364,0.83,0.3881,40,127,167,18-23
5305,2011-08-13,3,0,8,22,0,6,0,2,0.68,0.6364,0.83,0.3881,36,118,154,18-23
5306,2011-08-13,3,0,8,23,0,6,0,2,0.66,0.6061,0.83,0.3284,25,95,120,18-23
5307,2011-08-14,3,0,8,0,0,0,0,3,0.66,0.6061,0.83,0.2985,19,71,90,0-5
5308,2011-08-14,3,0,8,1,0,0,0,3,0.64,0.5758,0.89,0.2239,16,57,73,0-5
5309,2011-08-14,3,0,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,13,49,62,0-5
5310,2011-08-14,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,5,22,27,0-5
5311,2011-08-14,3,0,8,4,0,0,0,3,0.64,0.5606,0.94,0.194,1,2,3,0-5
5312,2011-08-14,3,0,8,5,0,0,0,2,0.64,0.5606,0.94,0.1642,1,9,10,0-5
5313,2011-08-14,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,4,6,6-11
5314,2011-08-14,3,0,8,7,0,0,0,2,0.66,0.5909,0.89,0.194,4,20,24,6-11
5315,2011-08-14,3,0,8,8,0,0,0,2,0.66,0.5909,0.89,0.2836,20,21,41,6-11
5316,2011-08-14,3,0,8,9,0,0,0,3,0.66,0.5909,0.89,0.2836,27,76,103,6-11
5317,2011-08-14,3,0,8,10,0,0,0,1,0.7,0.6667,0.79,0.2239,67,116,183,6-11
5318,2011-08-14,3,0,8,11,0,0,0,1,0.7,0.6667,0.79,0.194,81,117,198,6-11
5319,2011-08-14,3,0,8,12,0,0,0,2,0.7,0.6667,0.79,0.2239,98,183,281,12-17
5320,2011-08-14,3,0,8,13,0,0,0,1,0.72,0.697,0.74,0.2537,144,233,377,12-17
5321,2011-08-14,3,0,8,14,0,0,0,1,0.74,0.697,0.7,0.194,126,244,370,12-17
5322,2011-08-14,3,0,8,15,0,0,0,1,0.74,0.697,0.66,0.194,128,203,331,12-17
5323,2011-08-14,3,0,8,16,0,0,0,1,0.74,0.697,0.66,0.1642,116,176,292,12-17
5324,2011-08-14,3,0,8,17,0,0,0,1,0.76,0.7121,0.62,0.1343,133,196,329,12-17
5325,2011-08-14,3,0,8,18,0,0,0,1,0.74,0.697,0.66,0.1642,125,222,347,18-23
5326,2011-08-14,3,0,8,19,0,0,0,1,0.72,0.697,0.74,0.2239,75,184,259,18-23
5327,2011-08-14,3,0,8,20,0,0,0,1,0.7,0.6667,0.84,0.1642,67,126,193,18-23
5328,2011-08-14,3,0,8,21,0,0,0,3,0.6,0.5455,0.88,0.4925,51,104,155,18-23
5329,2011-08-14,3,0,8,22,0,0,0,3,0.6,0.5455,0.88,0.4925,14,25,39,18-23
5330,2011-08-14,3,0,8,23,0,0,0,3,0.6,0.5606,0.83,0.0,5,22,27,18-23
5331,2011-08-15,3,0,8,0,0,1,1,3,0.6,0.5455,0.88,0.0896,7,18,25,0-5
5332,2011-08-15,3,0,8,1,0,1,1,2,0.6,0.5455,0.88,0.1343,1,9,10,0-5
5333,2011-08-15,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0.0,0,3,3,0-5
5334,2011-08-15,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.194,1,6,7,0-5
5335,2011-08-15,3,0,8,4,0,1,1,1,0.6,0.5606,0.83,0.1343,1,4,5,0-5
5336,2011-08-15,3,0,8,5,0,1,1,2,0.6,0.5455,0.88,0.194,3,14,17,0-5
5337,2011-08-15,3,0,8,6,0,1,1,1,0.6,0.5455,0.88,0.2537,3,87,90,6-11
5338,2011-08-15,3,0,8,7,0,1,1,1,0.6,0.5455,0.88,0.2537,10,248,258,6-11
